score_etoiles,score_dc,titre,entreprise,metier_norm,secteur_norm,niveau_norm,lieu,contrat,date_pub,date_limite,salaire,source,url,niveau_source,secteur_source,first_seen,last_seen,statut,raison_archive
★★★★★,5,Marketing and Operations Manager,Plein Sud Distribution,Marketing & Growth,Marketing & Communication,Senior,"Cocody, Abidjan, Côte d'Ivoire",Full-time,2026-07-02,,,LinkedIn,https://ci.linkedin.com/jobs/view/marketing-and-operations-manager-at-plein-sud-distribution-4436363963?position=39&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=ofbIxlyEa8X5RN5nE6Fq3w%3D%3D,Mid-Senior level,Retail Health and Personal Care Products,2026-07-06,2026-07-06,archive,retirée de la source
★★★★★,5,Managing Director,Hudson Talent Solutions,Direction & Management,Ressources Humaines,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/managing-director-at-hudson-talent-solutions-4425326090?position=7&pageNum=7&refId=wSe8P2Xh6xznQH53pgYmww%3D%3D&trackingId=2iUe%2Bw1%2FWKteh9ntzE9v3Q%3D%3D,Director,Staffing and Recruiting,2026-06-22,2026-07-06,archive,retirée de la source
★★★☆☆,3,Magasinier Emballages  H/F,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Logistique & Supply Chain,Logistique & Achats,Confirmé,"Abidjan, Côte d'ivoire",,22 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136699-magasinier-emballages-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★☆☆☆,2,MAGASINIER PRODUITS FINIS (2) H/F - BOUAKE,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Logistique & Supply Chain,Logistique & Achats,Junior,"Bouake, Côte d'ivoire",,26 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouake/136702-magasinier-produits-finis-2-h-f-bouake,Débutant / Junior ( 1 à 2 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★☆☆☆,2,MAGASINIER EMBALLAGES -  H/F - BOUAKE,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Logistique & Supply Chain,Logistique & Achats,Junior,"Bouake, Côte d'ivoire",,26 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouake/136701-magasinier-emballages-h-f-bouake,Débutant / Junior ( 1 à 2 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★★☆☆,3,"Logistics and Supply Chain Analyst, Côte d'Ivoire",Zipline,Logistique & Supply Chain,Logistique & Achats,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/logistics-and-supply-chain-analyst-c%C3%B4te-d-ivoire-at-zipline-4411218059?position=2&pageNum=5&refId=vSMCJyZ4Dm0kWGu1mUDcYQ%3D%3D&trackingId=KYw3mDBYdb6AYXUQHX6aeg%3D%3D,Not Applicable,"Transportation, Logistics, Supply Chain and Storage",2026-06-19,2026-07-06,archive,retirée de la source
★☆☆☆☆,1,Livreur (MJ001908),Sunda International,Métiers de terrain,Logistique & Achats,Confirmé,Côte d'Ivoire,Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/livreur-mj001908-at-sunda-international-4427645640?position=10&pageNum=2&refId=OxNX9GhFSadN1x3I%2FEbrMw%3D%3D&trackingId=4cu%2BHHjjcajkLuIO3DeVjQ%3D%3D,Not Applicable,"Transportation, Logistics, Supply Chain and Storage and Motor Vehicle Manufacturing",2026-06-22,2026-07-06,archive,retirée de la source
★★★★★,5,Learning and development manager,Odixcity Consulting,Ressources Humaines,Ressources Humaines,Senior,Côte d'Ivoire,Full-time,2026-06-16,,"$6,000.00/yr - $8,400.00/yr",LinkedIn,https://ci.linkedin.com/jobs/view/learning-and-development-manager-at-odixcity-consulting-4429545628?position=60&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=jh7VRY0ZAhv8bD1bU6XCcg%3D%3D,Not Applicable,Human Resources Services,2026-06-19,2026-07-06,archive,retirée de la source
★★★☆☆,3,Junior Accountant,JMG Limited,Comptabilité,Finance & Banque,Junior,"Abidjan, Côte d'Ivoire",Full-time,2026-07-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/junior-accountant-at-jmg-limited-4428928765?position=41&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=C3BftLqBXtjk3ShuabEh7w%3D%3D,Entry level,Manufacturing,2026-07-06,2026-07-06,archive,retirée de la source
★★★★☆,4,Illustrator,Odixcity Consulting,Communication & Contenu,Ressources Humaines,Confirmé,Côte d'Ivoire,Full-time,2026-06-12,,"$6,000.00/yr - $8,400.00/yr",LinkedIn,https://ci.linkedin.com/jobs/view/illustrator-at-odixcity-consulting-4427909117?position=10&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=kRb36U5Ivd9SFsWUWl5RNA%3D%3D,Not Applicable,Human Resources Services,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,Head of Business Development,Yango,Commercial & Vente,Commerce & Vente,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/head-of-business-development-at-yango-4428709098?position=6&pageNum=5&refId=vSMCJyZ4Dm0kWGu1mUDcYQ%3D%3D&trackingId=F1OWuWqjXwmIYMJco42uXg%3D%3D,Mid-Senior level,IT Services and IT Consulting,2026-06-22,2026-07-06,archive,retirée de la source
★★★☆☆,3,HR Officer,BIA GROUP,Ressources Humaines,Autres / Généraliste,Confirmé,Côte d'Ivoire,Full-time,2026-07-01,,,LinkedIn,https://ci.linkedin.com/jobs/view/hr-officer-at-bia-group-4426839968?position=56&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=OcQymYqvV0KgbXdqwkIlVA%3D%3D,Not Applicable,Machinery Manufacturing,2026-06-19,2026-07-06,archive,retirée de la source
★★☆☆☆,2,HR Assistant,Alliad,Ressources Humaines,Administration,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/hr-assistant-at-alliad-4426802562?position=14&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=LlUT9m96tvz%2FE%2BE5TW1swA%3D%3D,Entry level,Construction,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,HNW Client Manager (Golden Visa),PassBeyond,Autres métiers,Autres / Généraliste,Senior,Côte d'Ivoire,Contract,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/hnw-client-manager-golden-visa-at-passbeyond-4432856594?position=57&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=vdrH4XFiSZhtVQGfuBBdSw%3D%3D,Not Applicable,Professional Services,2026-07-06,2026-07-06,archive,retirée de la source
★★★☆☆,3,Gestionnaire de flotte automobile (VTC),Heetch,Autres métiers,Logistique & Achats,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/gestionnaire-de-flotte-automobile-vtc-at-heetch-4436973893?position=46&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=K1VnnwI46Kh7l8KTSozVuA%3D%3D,Not Applicable,Information Technology & Services,2026-07-06,2026-07-06,archive,retirée de la source
★★★☆☆,3,Gerente de Capacitacion,Thompson Hotels,Direction & Management,Autres / Généraliste,Confirmé,"Gro, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-29,,,LinkedIn,https://ci.linkedin.com/jobs/view/gerente-de-capacitacion-at-thompson-hotels-4334131205?position=7&pageNum=5&refId=vSMCJyZ4Dm0kWGu1mUDcYQ%3D%3D&trackingId=1ODiF2r0ghaZtqyJfBRu2w%3D%3D,Not Applicable,Hospitality,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,GOVERNANCE & COMPLIANCE LEAD,The HEINEKEN Company,Juridique & Conformité,Juridique,Confirmé,"Anyama, Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/governance-compliance-lead-at-the-heineken-company-4431842757?position=3&pageNum=7&refId=wSe8P2Xh6xznQH53pgYmww%3D%3D&trackingId=mR44gac0FicPfcKhnbK2OA%3D%3D,Not Applicable,Food and Beverage Services,2026-06-29,2026-07-06,archive,retirée de la source
★★★★☆,4,Excel Specialist,Odixcity Consulting,Administration & Assistanat,Ressources Humaines,Confirmé,Côte d'Ivoire,Full-time,2026-06-15,,"$6,000.00/yr - $8,400.00/yr",LinkedIn,https://ci.linkedin.com/jobs/view/excel-specialist-at-odixcity-consulting-4429138584?position=52&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=hOhA80CUmYLDZ5oqxa9v5w%3D%3D,Not Applicable,Human Resources Services,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,Environmental Superintendent,Endeavour Mining,Autres métiers,Autres / Généraliste,Senior,"Dabakala, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/environmental-superintendent-at-endeavour-mining-4430224584?position=10&pageNum=5&refId=vSMCJyZ4Dm0kWGu1mUDcYQ%3D%3D&trackingId=0Fu5MRX1y8%2BHO30H3nKF3A%3D%3D,Mid-Senior level,Mining,2026-07-06,2026-07-06,archive,retirée de la source
★★★☆☆,3,Engenheiro/a de Minas - Direção de Produção (PT),Mota-Engil,Autres métiers,BTP & Construction,Confirmé,"PALM CI Village V2, Gôh-Djiboua, Côte d'Ivoire",Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/engenheiro-a-de-minas-dire%C3%A7%C3%A3o-de-produ%C3%A7%C3%A3o-pt-at-mota-engil-4430281350?position=4&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=v8Oco8kATg6JX321KoqawA%3D%3D,Not Applicable,Construction,2026-06-29,2026-07-06,archive,retirée de la source
★★★☆☆,3,Electromécanicien H/F,Solibra CI,Autres métiers,Autres / Généraliste,Confirmé,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/electrom%C3%A9canicien-h-f-at-solibra-ci-4432880136?position=28&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=lJOyym9x3Zm725UdTH5dng%3D%3D,Not Applicable,Beverage Manufacturing,2026-06-29,2026-07-06,archive,retirée de la source
★★★★☆,4,Economic Development Coordinator,Endeavour Mining,Autres métiers,Autres / Généraliste,Senior,"Tanda, Zanzan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/economic-development-coordinator-at-endeavour-mining-4429866415?position=6&pageNum=2&refId=OxNX9GhFSadN1x3I%2FEbrMw%3D%3D&trackingId=i1c0UgMburjK4fHWaeEV8Q%3D%3D,Mid-Senior level,"Mining and Oil, Gas, and Mining",2026-06-29,2026-07-06,archive,retirée de la source
★★★★★,5,Directeur Ressources Humaines,,Ressources Humaines,Ressources Humaines,Manager/Direction,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/industrie-production-mat-1eres/4037-directeur-ressources-humaines.html,,Industrie/production/Mat 1eres,2026-06-19,2026-07-06,archive,retirée de la source
★★★★★,5,Directeur Pays Adjointe - Cote d'Ivoire,CorpsAfrica,Direction & Management,Tech & Digital,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/directeur-pays-adjointe-cote-d-ivoire-at-corpsafrica-4424845667?position=6&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=D%2F83sB1uXnczxNKZKNdsLw%3D%3D,Not Applicable,"Wireless Services, Telecommunications, and Communications Equipment Manufacturing",2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,Data Scientist,YESHI GROUP,Data & IA,Tech & Digital,Confirmé,Côte d'ivoire,,17 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136692-data-scientist,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,Creative writer,Odixcity Consulting,Communication & Contenu,Ressources Humaines,Confirmé,Côte d'Ivoire,Full-time,2026-06-16,,"$6,000.00/yr - $8,400.00/yr",LinkedIn,https://ci.linkedin.com/jobs/view/creative-writer-at-odixcity-consulting-4429211422?position=31&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=uAGsIuFTUZzRfX6t13VM3A%3D%3D,Not Applicable,Human Resources Services,2026-06-19,2026-07-06,archive,retirée de la source
★★★☆☆,3,"Cote d'ivoire Internship - Market Operations, Abidjan 2026",Citi,Opérations & Supervision,Finance & Banque,Stage,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-07-04,,,LinkedIn,https://ci.linkedin.com/jobs/view/cote-d-ivoire-internship-market-operations-abidjan-2026-at-citi-4435788210?position=45&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=0tiEizqhtgBUpTUoldWwWw%3D%3D,Not Applicable,"Banking, Financial Services, and Investment Banking",2026-07-06,2026-07-06,archive,retirée de la source
★★★★☆,4,Coordinateur d'arrêt H/F,Ortec Group,Autres métiers,Autres / Généraliste,Senior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/coordinateur-d-arr%C3%AAt-h-f-at-ortec-group-4385561289?position=10&pageNum=7&refId=wSe8P2Xh6xznQH53pgYmww%3D%3D&trackingId=GEgoPmgS6kcjr8gwOx2J%2BA%3D%3D,Not Applicable,Environmental Services,2026-06-22,2026-07-06,archive,retirée de la source
★★★★★,5,Convenience Retail Category Manager,Vivo Energy,Marketing & Growth,Tech & Digital,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-07-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/convenience-retail-category-manager-at-vivo-energy-4417939011?position=4&pageNum=2&refId=OxNX9GhFSadN1x3I%2FEbrMw%3D%3D&trackingId=83LX8yjbzaWM7MGM9twVOw%3D%3D,Mid-Senior level,IT Services and IT Consulting,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,Controleur Gestion,,Finance & Contrôle de gestion,Finance & Banque,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/ntic/4016-controleur-gestion.html,,NTIC,2026-06-19,2026-07-06,archive,retirée de la source
★★★☆☆,3,Conseiller régional en santé mondiale (F/H) - Ambassade de France en Côte d'Ivoire / Santé mondiale - Abidjan,Ministère des Affaires étrangères français,"Conseil, Expertise & Stratégie",Commerce & Vente,Confirmé,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/conseiller-r%C3%A9gional-en-sant%C3%A9-mondiale-f-h-ambassade-de-france-en-c%C3%B4te-d-ivoire-sant%C3%A9-mondiale-abidjan-at-minist%C3%A8re-des-affaires-%C3%A9trang%C3%A8res-fran%C3%A7ais-4428667155?position=33&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=uJzTbaDpkm6ywOJ0wOZeDg%3D%3D,Not Applicable,Public Policy Offices,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,Commercial B2B – Télécoms H/F,ACS TELECOM,Commercial & Vente,Tech & Digital,Confirmé,Côte d'ivoire,,22 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136677-commercial-b2b-telecoms-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★☆☆☆,2,Commercial (e) Externe - Gagnoa (Côte d'Ivoire),Lapaire,Commercial & Vente,Commerce & Vente,Junior,"Gagnoa, Gôh-Djiboua, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/commercial-e-externe-gagnoa-c%C3%B4te-d-ivoire-at-lapaire-4431798288?position=7&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=h5ScjsGQ5vHWbV9eRjEpVA%3D%3D,Entry level,Internet Publishing,2026-06-29,2026-07-06,archive,retirée de la source
★★☆☆☆,2,Commercial (e) Externe - Daoukro (Côte d'Ivoire),Lapaire,Commercial & Vente,Commerce & Vente,Junior,"Daoukro, Lacs, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/commercial-e-externe-daoukro-c%C3%B4te-d-ivoire-at-lapaire-4432007243?position=16&pageNum=0&refId=4Jpc0wwY7rwx6x0qEeMHqA%3D%3D&trackingId=gIv38AW%2B75pAINlumKdnuA%3D%3D,Entry level,Internet Publishing,2026-06-29,2026-07-06,archive,retirée de la source
★★★★☆,4,Coach Educateur/Trice U17 Elite,,Enseignement & Formation,Éducation & Formation,Senior,"Marcory, Abidjan, Côte d'Ivoire",Full-time,2026-06-26,,,LinkedIn,https://ci.linkedin.com/jobs/view/coach-educateur-trice-u17-elite-4430271914?position=8&pageNum=2&refId=OxNX9GhFSadN1x3I%2FEbrMw%3D%3D&trackingId=R2IcELgB5Di%2FD8qpTGb1XA%3D%3D&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Education and Training,2026-06-29,2026-07-06,archive,retirée de la source
★★★★☆,4,Chief of Staff,CMA CGM,Direction & Management,Logistique & Achats,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/chief-of-staff-at-cma-cgm-4426352276?position=4&pageNum=5&refId=vSMCJyZ4Dm0kWGu1mUDcYQ%3D%3D&trackingId=064A7ZdST2EelxyycVH7FQ%3D%3D,Associate,"Transportation, Logistics, Supply Chain and Storage",2026-06-22,2026-07-06,archive,retirée de la source
★★★★☆,4,Chief Steward,Thompson Hotels,Direction & Management,Autres / Généraliste,Manager/Direction,"Gro, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/chief-steward-at-thompson-hotels-4433397831?position=5&pageNum=2&refId=OxNX9GhFSadN1x3I%2FEbrMw%3D%3D&trackingId=kOA5Ko7QFc5m7iC5FcCGpA%3D%3D,Not Applicable,Hospitality,2026-06-29,2026-07-06,archive,retirée de la source
★★★★☆,4,Chef de Quai H/F,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Logistique & Supply Chain,Logistique & Achats,Senior,"Abidjan, Côte d'ivoire",,22 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136697-chef-de-quai-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★★★★,5,Chef de Projet Senior SAP S/4HANA – Business One (H/F),YESHI GROUP,Gestion de projet,ONG & Projets,Senior,Côte d'ivoire,,17 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136691-chef-de-projet-senior-sap-s-4hana-business-one-h-f,Cadre dirigeant ( 6 à 10 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★★☆☆,3,Chef Projet I,,Gestion de projet,Autres / Généraliste,Confirmé,Côte d'Ivoire,,,,,RMO Jobcenter,https://www.rmo-jobcenter.com/fr/cote-d-ivoire/offres-emploi/services/4002-chef-projet-it.html,,Services,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,Chargé(e) des Ressources Humaines (CRH) – Entité BTP (H/F),YESHI GROUP,Ressources Humaines,Ressources Humaines,Confirmé,Côte d'ivoire,,30 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136683-charge-e-des-ressources-humaines-crh-entite-btp-h-f,Confirmé / Expérimenté ( 3 à 5 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★★★☆,4,Chargé du Contrôle des Comptes & Consolidation,Orange Côte d'Ivoire,Autres métiers,Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-07-02,,,LinkedIn,https://ci.linkedin.com/jobs/view/charg%C3%A9-du-contr%C3%B4le-des-comptes-consolidation-at-orange-c%C3%B4te-d-ivoire-4436315615?position=8&pageNum=7&refId=wSe8P2Xh6xznQH53pgYmww%3D%3D&trackingId=WYs9Cijp99qChgUFWsZkig%3D%3D,Associate,"Telecommunications, Financial Services, and IT Services and IT Consulting",2026-07-06,2026-07-06,archive,retirée de la source
★★★☆☆,3,Chargé de mission de coopération à vocation régionale (F/H) - Ambassade de France en Côte d'Ivoire - Service de coopération et d'action culturelle - Abidjan,Ministère des Affaires étrangères français,Autres métiers,Autres / Généraliste,Confirmé,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/charg%C3%A9-de-mission-de-coop%C3%A9ration-%C3%A0-vocation-r%C3%A9gionale-f-h-ambassade-de-france-en-c%C3%B4te-d-ivoire-service-de-coop%C3%A9ration-et-d-action-culturelle-abidjan-at-minist%C3%A8re-des-affaires-%C3%A9trang%C3%A8res-fran%C3%A7ais-4428666149?position=6&pageNum=7&refId=wSe8P2Xh6xznQH53pgYmww%3D%3D&trackingId=uSuJMXLxMGm2ZmfnCwHOgw%3D%3D,Not Applicable,Public Policy Offices,2026-06-22,2026-07-06,archive,retirée de la source
★☆☆☆☆,1,Caissière - Vendeuse,SEQUOIA STORE,Commercial & Vente,Commerce & Vente,Junior,Côte d'ivoire,,27 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136679-caissiere-vendeuse,Jeune diplômé ( 1 à 2 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
★★☆☆☆,2,CHEF DE QUAI H/F - BOUAKE,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Logistique & Supply Chain,Logistique & Achats,Junior,"Bouake, Côte d'ivoire",,26 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouake/136700-chef-de-quai-h-f-bouake,Débutant / Junior ( 1 à 2 ans ),,2026-06-19,2026-07-06,archive,retirée de la source
